title,artist,genre,mood,energy,tempo_bpm,valence,danceability,acousticness,loudness,liveness,speechiness,instrumentalness,track_popularity
I Won't Back Down,Tom Petty,rock,chill,0.478,114.02,0.965,0.766,0.0513,-13.487,0.165,0.0329,2.49e-06,73
ABCD,NAYEON,k-pop,happy,0.926,105.969,0.86,0.682,0.0404,-2.515,0.19,0.0607,0.0,73
10 Freaky Girls (with 21 Savage),"Metro Boomin, 21 Savage",arabic,sad,0.353,87.997,0.0731,0.797,0.59,-9.931,0.102,0.369,0.0,73
F.N,Lil Tjay,arabic,intense,0.515,120.1,0.321,0.567,0.354,-10.265,0.078,0.247,0.0,73
Arcade,Duncan Laurence,pop,sad,0.331,72.023,0.271,0.459,0.817,-12.603,0.135,0.0421,0.00104,73
Fight Song,Rachel Platten,pop,intense,0.714,175.924,0.33,0.564,0.0549,-4.987,0.155,0.129,0.0,73
Teenage Dream,Katy Perry,pop,happy,0.798,120.012,0.591,0.719,0.0162,-4.582,0.134,0.0361,2.34e-06,73
Return of the Mack,Mark Morrison,pop,happy,0.833,95.487,0.612,0.715,0.00631,-5.379,0.164,0.108,0.0,73
Don't Stop 'Til You Get Enough,Michael Jackson,pop,happy,0.821,118.881,0.947,0.878,0.126,-9.875,0.183,0.089,0.0461,73
"December, 1963 (Oh What a Night!)",Frankie Valli & The Four Seasons,pop,chill,0.495,104.409,0.967,0.737,0.0588,-13.489,0.0542,0.027,9.12e-06,73
Don't Worry (with Ray Dalton) - Radio Edit,"Madcon, Ray Dalton",pop,happy,0.699,122.987,0.733,0.811,0.0726,-5.211,0.148,0.114,1.38e-06,73
Livin' la Vida Loca,Ricky Martin,pop,happy,0.954,178.043,0.933,0.425,0.00414,-3.756,0.0555,0.0476,0.0,73
Blurred Lines,"Robin Thicke, T.I., Pharrell Williams",pop,happy,0.599,119.993,0.843,0.853,0.00334,-4.756,0.0759,0.0411,7.93e-06,73
4 Minutes (feat. Justin Timberlake & Timbaland),"Madonna, Justin Timberlake, Timbaland",pop,happy,0.931,113.026,0.767,0.753,0.00994,-4.922,0.234,0.0653,0.00696,73
Call on Me - Radio Mix,Eric Prydz,pop,intense,0.837,126.342,0.447,0.597,0.00427,-6.518,0.839,0.375,0.00115,73
Best of My Love,The Emotions,pop,happy,0.713,115.443,0.97,0.784,0.447,-6.865,0.0904,0.0339,0.14,73
Kiss,Prince,pop,chill,0.271,111.485,0.742,0.898,0.0135,-12.238,0.0461,0.091,0.00138,73
Better,sign crushes motorist,pop,sad,0.0867,129.989,0.349,0.696,0.988,-25.203,0.108,0.0418,0.922,73
4EVER,Clairo,pop,happy,0.585,102.331,0.584,0.75,0.049,-7.576,0.155,0.0285,0.00552,73
i wanna be your girlfriend,girl in red,pop,sad,0.382,155.901,0.343,0.541,0.0215,-14.323,0.304,0.035,0.000836,73
Everybody's Changing,Keane,rock,intense,0.839,94.015,0.416,0.517,0.0014,-3.521,0.108,0.0287,0.000365,73
Black,Pearl Jam,rock,intense,0.684,77.15,0.2,0.36,0.323,-6.457,0.34,0.0308,0.0,73
"Sex, Drugs, Etc.",Beach Weather,rock,intense,0.839,143.969,0.465,0.572,0.013,-5.083,0.522,0.0377,0.00976,73
Just Like Heaven,The Cure,rock,intense,0.94,151.417,0.48,0.437,0.0524,-6.946,0.222,0.0426,0.000573,73
Misery Business,Paramore,punk,happy,0.906,172.977,0.731,0.517,0.00272,-3.677,0.113,0.0735,9.26e-06,73
I'm with You,Avril Lavigne,punk,sad,0.406,151.95,0.208,0.457,0.08,-7.462,0.117,0.0291,0.0,73
Fat Lip,Sum 41,punk,happy,0.914,196.482,0.626,0.403,0.000579,-5.215,0.065,0.142,0.0,73
Hard Times,Paramore,punk,happy,0.818,119.965,0.916,0.695,0.00647,-5.379,0.0219,0.0334,4.87e-06,73
Sexual Healing,Marvin Gaye,blues,happy,0.602,94.382,0.744,0.805,0.119,-9.7,0.0581,0.0579,0.000122,73
Simple Man,Lynyrd Skynyrd,rock,intense,0.752,120.47,0.404,0.422,0.0366,-8.682,0.129,0.0449,0.000119,73
My Home,Myles Smith,folk,chill,0.485,95.968,0.547,0.753,0.345,-9.431,0.192,0.035,0.00104,73
Orange Juice,Noah Kahan,folk,sad,0.378,120.133,0.207,0.662,0.475,-10.908,0.121,0.0361,6.84e-06,73
Solo,Myles Smith,folk,sad,0.439,122.877,0.365,0.586,0.715,-7.993,0.117,0.0346,0.0,73
Down by the Water,Ocie Elliott,folk,chill,0.331,95.015,0.559,0.611,0.93,-12.493,0.117,0.028,0.000276,73
White Brown Black,"Avvy Sra, Karan Aujla, Jaani",indian,happy,0.748,119.965,0.829,0.868,0.29,-3.492,0.252,0.0951,3.93e-06,73
Get You The Moon (feat. Snøw),"Kina, Snøw",lofi,sad,0.235,118.917,0.0895,0.498,0.72,-16.541,0.144,0.188,0.0,73
Gatluak - Bakermat Remix,"Kronan, Nyaruach, Bakermat",electronic,intense,0.647,117.737,0.257,0.581,0.0778,-7.335,0.304,0.0614,0.0502,73
21 Reasons (feat. Ella Henderson),"Nathan Dawe, Ella Henderson",electronic,happy,0.785,123.96,0.779,0.621,0.0165,-4.499,0.0512,0.11,5.92e-06,73
Piensa En Mí,Grupo Mojado,latin,happy,0.538,80.096,0.805,0.72,0.348,-8.874,0.0654,0.0455,0.0,73
Gata Only (Remix),"FloyyMenor, Ozuna, Anitta",latin,happy,0.681,99.998,0.762,0.725,0.318,-5.277,0.107,0.0376,0.0,73
FINA,"Bad Bunny, Young Miko",latin,intense,0.724,94.601,0.396,0.847,0.0869,-5.41,0.118,0.298,1.11e-06,73
Coco Chanel,"Eladio Carrion, Bad Bunny",latin,happy,0.706,140.017,0.686,0.863,0.143,-5.555,0.0786,0.103,4.43e-05,73
La Corriente,"Bad Bunny, Tony Dize",latin,happy,0.786,196.12,0.579,0.663,0.229,-3.51,0.219,0.195,0.0,73
MEMORIAS,"Mora, JHAYCO",latin,intense,0.707,127.963,0.317,0.771,0.389,-6.404,0.0745,0.055,0.0,73
Volando - Remix,"Mora, Bad Bunny, Sech",latin,happy,0.688,153.979,0.632,0.659,0.207,-4.649,0.113,0.0673,0.0,73
A Tu Merced,Bad Bunny,latin,happy,0.791,92.023,0.887,0.86,0.169,-4.784,0.106,0.0568,0.000106,73
Parado no Bailão,"MC L da Vinte, MC Gury",brazilian,intense,0.599,86.533,0.478,0.828,0.381,-1.624,0.0775,0.149,0.0,73
Self Care,Mac Miller,hip-hop,intense,0.538,141.894,0.177,0.52,0.367,-8.109,0.119,0.206,0.00187,73
Love Yourz,J. Cole,hip-hop,intense,0.638,82.81,0.435,0.677,0.589,-8.631,0.193,0.333,0.0,73
Rich Spirit,Kendrick Lamar,hip-hop,sad,0.421,95.977,0.457,0.852,0.428,-9.153,0.106,0.208,2.28e-06,73
WUSYANAME (feat. Youngboy Never Broke Again & Ty Dolla $ign),"Tyler, The Creator, YoungBoy Never Broke Again, Ty Dolla $ign",hip-hop,happy,0.653,142.347,0.852,0.493,0.269,-5.666,0.511,0.0466,0.0,73
Location (feat. Burna Boy),"Dave, Burna Boy",ambient,chill,0.496,109.979,0.55,0.812,0.271,-5.969,0.0955,0.297,0.0,73
Happiness is a butterfly,Lana Del Rey,ambient,sad,0.119,70.499,0.156,0.467,0.969,-10.99,0.0973,0.0401,1.4e-06,73
State Lines,Novo Amor,ambient,sad,0.31,137.474,0.151,0.509,0.959,-10.623,0.0963,0.0313,0.229,73
Feels Like,Gracie Abrams,ambient,sad,0.483,144.99,0.176,0.617,0.702,-7.359,0.121,0.0458,0.000216,73
Ransom (with Juice WRLD) - Remix,"Lil Tecca, Juice WRLD",hip-hop,intense,0.671,179.987,0.45,0.684,0.0119,-6.424,0.0769,0.289,0.0,73
Take What You Want (feat. Ozzy Osbourne & Travis Scott),"Post Malone, Ozzy Osbourne, Travis Scott",hip-hop,intense,0.8,139.918,0.272,0.498,0.0903,-2.665,0.147,0.0503,0.0,73
Ballin' (with Roddy Ricch),"Mustard, Roddy Ricch",hip-hop,intense,0.545,97.008,0.244,0.809,0.392,-6.678,0.151,0.0734,0.0,73
Suicidal,YNW Melly,hip-hop,sad,0.369,140.004,0.235,0.735,0.334,-9.682,0.126,0.0688,0.0,73
Still Think About You,A Boogie Wit da Hoodie,hip-hop,happy,0.646,127.978,0.961,0.946,0.219,-6.604,0.0643,0.21,0.0,73
9:45,"Prabh Singh, Jay Trak, Rooh Sandhu",hip-hop,sad,0.455,99.958,0.352,0.796,0.637,-7.763,0.156,0.0997,3.59e-06,73
Bandana,Shubh,hip-hop,happy,0.718,89.906,0.91,0.716,0.0452,-5.348,0.192,0.148,0.0,73
Nightcall,Kavinsky,electronic,intense,0.874,91.038,0.361,0.532,0.00842,-5.183,0.452,0.0482,0.012,73
Dark Beach,Pastel Ghost,electronic,intense,0.91,130.032,0.137,0.528,0.346,-7.309,0.0938,0.0366,0.764,73
Afuera,Caifanes,rock,happy,0.553,126.043,0.699,0.487,0.209,-11.197,0.0992,0.0425,2.81e-05,73
Seya,"SativaMusic, Morad, GIMS",electronic,intense,0.681,101.005,0.434,0.798,0.219,-4.818,0.137,0.0722,0.00197,73
Runaway,Bon Jovi,rock,happy,0.899,152.445,0.603,0.475,0.00375,-4.321,0.14,0.0637,1.91e-05,72
Whole Lotta Love - 1990 Remaster,Led Zeppelin,rock,intense,0.902,89.74,0.422,0.412,0.0484,-11.6,0.405,0.405,0.131,72
Born in the U.S.A.,Bruce Springsteen,rock,happy,0.952,122.093,0.584,0.398,0.000373,-6.042,0.1,0.061,7.75e-05,72
All Along the Watchtower,Jimi Hendrix,rock,happy,0.805,113.253,0.564,0.438,0.00255,-6.237,0.0842,0.0624,5.69e-05,72
Heroes - 2017 Remaster,David Bowie,rock,intense,0.758,112.113,0.435,0.489,0.000678,-6.491,0.092,0.0297,0.49,72
Give It Away,Red Hot Chili Peppers,rock,happy,0.936,91.577,0.776,0.666,0.00244,-9.919,0.153,0.0476,0.086,72
Break on Through (To the Other Side),The Doors,rock,happy,0.751,89.839,0.789,0.421,0.2,-9.584,0.17,0.0472,0.0,72
Pour Some Sugar On Me - Remastered 2017,Def Leppard,rock,happy,0.953,84.989,0.568,0.267,0.00211,-4.899,0.283,0.096,0.0,72
Interstate Love Song - 2019 Remaster,Stone Temple Pilots,rock,intense,0.927,170.814,0.49,0.215,0.000273,-7.327,0.126,0.0452,0.00661,72
Panama - 2015 Remaster,Van Halen,rock,intense,0.978,141.167,0.451,0.526,0.00122,-5.436,0.0744,0.108,4.75e-05,72
Would? (2022 Remaster),Alice In Chains,rock,happy,0.842,100.127,0.586,0.297,0.000286,-7.457,0.0848,0.0488,9.1e-06,72
Gang Baby,NLE Choppa,hip-hop,intense,0.699,129.054,0.484,0.92,0.00768,-6.635,0.0745,0.358,0.0,72
FIELD TRIP,"¥$, Playboi Carti, Don Toliver, Kodak Black",hip-hop,intense,0.685,121.991,0.458,0.731,0.054,-4.707,0.0865,0.12,0.0,72
NISSAN ALTIMA,Doechii,hip-hop,intense,0.711,117.038,0.328,0.974,0.0988,-5.206,0.0888,0.194,3.92e-05,72
GEEK TIMË,Yeat,hip-hop,intense,0.752,158.042,0.242,0.638,0.0066,-6.227,0.17,0.0385,0.734,72
Armed & Dangerous,King Von,hip-hop,intense,0.592,188.051,0.232,0.696,0.152,-6.281,0.127,0.319,0.0,72
Wake Up & Bake Up,"Duki, Wiz Khalifa, Arcángel",hip-hop,intense,0.577,148.107,0.17,0.797,0.0174,-5.617,0.301,0.195,0.0,72
That Go! (feat. T-Shyne),"Young Stoner Life, Young Thug, Meek Mill, T-Shyne",hip-hop,intense,0.575,145.95,0.189,0.713,0.00669,-6.706,0.169,0.0501,0.0,72
Pa Ti,"Bad Bunny, Bryant Myers",hip-hop,happy,0.718,128.14,0.557,0.76,0.348,-3.017,0.0982,0.232,0.0,72
BOOKER T,Bad Bunny,hip-hop,happy,0.6,113.903,0.691,0.883,0.114,-7.188,0.0931,0.37,7.94e-06,72
MMS,"Asake, Wizkid",afrobeats,happy,0.634,101.837,0.645,0.502,0.677,-3.367,0.188,0.144,0.0341,72
Kamikaze (feat. Victor Mendivil),"Natanael Cano, Uriel Gaxiola, Ganggy, Victor Mendivil",latin,intense,0.662,95.999,0.307,0.863,0.0843,-5.855,0.334,0.21,8.45e-06,72
DEPORTIVO,"Blessd, Anuel AA",latin,happy,0.762,90.025,0.782,0.816,0.534,-2.864,0.0845,0.0565,0.000404,72
Ferxxoko,"Joyce Santana, Feid",latin,chill,0.483,171.831,0.826,0.753,0.0189,-6.436,0.0681,0.273,0.0,72
SE TE NOTA (feat. Peso Pluma),"Myke Towers, Peso Pluma",latin,intense,0.616,104.008,0.25,0.773,0.0565,-4.516,0.145,0.0416,4.24e-05,72
Are You Gonna Be My Girl,Jet,rock,happy,0.957,105.105,0.603,0.606,0.00117,-3.404,0.14,0.0814,0.000295,72
Not Strong Enough,"boygenius, Julien Baker, Phoebe Bridgers, Lucy Dacus",rock,intense,0.798,126.976,0.307,0.502,0.00291,-5.909,0.0979,0.0414,1.11e-05,72
Foolish,Ashanti,r&b,happy,0.695,90.119,0.707,0.665,0.347,-5.763,0.106,0.0532,0.0,72
Always On Time,"Ja Rule, Ashanti",r&b,happy,0.705,96.644,0.837,0.838,0.195,-6.131,0.336,0.29,0.0,72
No Love (with SZA),"Summer Walker, SZA",r&b,happy,0.618,133.876,0.517,0.707,0.17,-5.825,0.293,0.19,0.0,72
Summertime Sadness (Lana Del Rey Vs. Cedric Gervais) - Cedric Gervais Remix,"Lana Del Rey, Cedric Gervais",electronic,intense,0.81,126.052,0.11,0.572,0.0157,-5.791,0.13,0.0558,6.53e-06,72
Dynamite,Taio Cruz,electronic,happy,0.781,119.977,0.814,0.751,0.0039,-3.724,0.036,0.0862,0.0,72
Rather Be (feat. Jess Glynne),"Clean Bandit, Jess Glynne",electronic,happy,0.586,120.97,0.549,0.799,0.162,-6.735,0.193,0.0377,2.03e-06,72
Breaking Me,"Topic, A7S",electronic,happy,0.72,122.031,0.664,0.789,0.223,-5.652,0.129,0.218,0.0,72
The Business,Tiësto,electronic,intense,0.62,120.031,0.235,0.798,0.414,-7.079,0.112,0.232,0.0192,72
Party Rock Anthem,"LMFAO, Lauren Bennett, GoonRock",electronic,intense,0.736,130.011,0.355,0.75,0.0202,-4.168,0.265,0.155,0.0,72
アイドル,YOASOBI,j-pop,happy,0.935,166.008,0.836,0.574,0.112,-2.783,0.367,0.0926,1.07e-06,72
KICK BACK,Kenshi Yonezu,j-pop,intense,0.941,101.921,0.292,0.577,0.00207,-5.17,0.0891,0.105,3.36e-06,72
One,Metallica,metal,intense,0.695,102.178,0.413,0.437,0.00111,-9.447,0.124,0.0617,0.0857,72
Still Not a Player (feat. Joe) - Radio Version,"Big Pun, Joe",hip-hop,happy,0.62,94.121,0.867,0.9,0.2,-6.518,0.0647,0.312,0.00156,72
C.R.E.A.M. (Cash Rules Everything Around Me),Wu-Tang Clan,hip-hop,happy,0.514,181.033,0.565,0.512,0.555,-11.562,0.126,0.387,0.00958,72
Mo Money Mo Problems (feat. Puff Daddy & Mase) - 2014 Remaster,"The Notorious B.I.G., Mase, Diddy",hip-hop,happy,0.884,104.536,0.904,0.845,0.0128,-4.506,0.203,0.0759,2.1e-06,72
Don't Stop Believin',Journey,rock,intense,0.802,119.25,0.472,0.491,0.25,-7.106,0.387,0.0392,0.0,72
Wanted Dead Or Alive,Bon Jovi,rock,intense,0.803,150.036,0.258,0.253,0.129,-3.977,0.309,0.0392,0.0146,72
Supernova,aespa,k-pop,intense,0.747,120.073,0.363,0.745,0.0073,-4.278,0.0738,0.0815,1.69e-06,72
Small girl (feat. D.O.),"Lee Young Ji, D.O.",k-pop,happy,0.597,170.022,0.875,0.77,0.53,-4.901,0.239,0.223,0.0,72
Last Christmas - Single Version,Wham!,pop,happy,0.598,107.732,0.935,0.733,0.212,-8.228,0.156,0.0278,3.71e-06,72
Cómo Te Atreves,Morat,latin,happy,0.888,130.97,0.771,0.617,0.0705,-4.567,0.162,0.0402,0.0,72
Bank Account,21 Savage,arabic,sad,0.347,75.016,0.376,0.884,0.015,-8.227,0.0871,0.35,7e-06,72
Low Down,Lil Baby,arabic,intense,0.619,127.956,0.154,0.962,0.0354,-5.562,0.083,0.405,0.0,72
Baby (Lil Baby feat. DaBaby),"Quality Control, Lil Baby, DaBaby",arabic,sad,0.463,108.003,0.46,0.97,0.0957,-7.259,0.151,0.366,0.0,72
Life Goes On,"Lil Baby, Gunna, Lil Uzi Vert",arabic,intense,0.541,139.978,0.387,0.716,0.0021,-7.909,0.115,0.149,0.0,72
What About Us,P!nk,pop,intense,0.588,113.608,0.193,0.491,0.0281,-6.177,0.0906,0.0506,2.01e-06,72
Demons,Imagine Dragons,pop,intense,0.71,89.929,0.419,0.5,0.19,-3.015,0.329,0.0339,0.00025,72
If You Love Her,Forest Blakk,pop,sad,0.445,50.827,0.278,0.286,0.355,-8.087,0.114,0.0347,0.0,72
Issues,Julia Michaels,pop,sad,0.415,114.145,0.455,0.728,0.401,-6.852,0.0616,0.0639,0.0,72
You Say,Lauren Daigle,pop,intense,0.632,147.873,0.0797,0.494,0.682,-6.89,0.0869,0.0342,0.0,72
If the World Was Ending (feat. Julia Michaels),"JP Saxe, Julia Michaels",pop,chill,0.473,75.801,0.604,0.464,0.866,-10.086,0.109,0.129,0.0,72
Get Up (Rattle) [feat. Far East Movement] - Vocal Edit,"Bingo Players, Far East Movement",pop,happy,0.985,127.99,0.72,0.801,0.0205,-2.69,0.297,0.0647,6.86e-06,72
Where Them Girls At (feat. Nicki Minaj & Flo Rida),"David Guetta, Flo Rida, Nicki Minaj",pop,happy,0.876,129.884,0.552,0.666,0.055,-3.078,0.259,0.0414,0.0,72
I Kissed A Girl,Katy Perry,pop,happy,0.76,129.996,0.696,0.702,0.00226,-3.174,0.132,0.0684,0.0,72
Miami,Will Smith,pop,happy,0.534,108.17,0.89,0.877,0.0339,-6.178,0.0441,0.15,1.67e-05,72
Coco Jamboo,Mr. President,pop,happy,0.838,100.021,0.965,0.832,0.0791,-5.414,0.152,0.0421,0.0,72
Born to Be Alive - The Original,Patrick Hernandez,pop,happy,0.868,131.468,0.808,0.704,0.0834,-5.808,0.206,0.0315,0.0,72
Music Sounds Better With You - Radio Edit,"Stardust, Benjamin Diamond, Alan Braxe, Thomas Bangalter",pop,intense,0.662,124.149,0.359,0.729,0.00128,-7.191,0.305,0.337,0.208,72
Gangnam Style (강남스타일),PSY,pop,happy,0.937,132.067,0.749,0.727,0.00417,-2.871,0.091,0.286,0.0,72
Where Is My Mind?,Pixies,rock,sad,0.442,81.201,0.243,0.513,0.00731,-13.529,0.0878,0.0343,0.000838,72
Stacy's Mom,Fountains Of Wayne,punk,happy,0.75,118.015,0.927,0.774,0.00207,-4.927,0.0808,0.0412,1.78e-05,72
I Write Sins Not Tragedies,Panic! At The Disco,punk,happy,0.83,170.094,0.609,0.569,0.0807,-4.106,0.114,0.14,0.0,72
Famous Last Words,My Chemical Romance,punk,intense,0.883,122.252,0.309,0.467,0.000321,-3.679,0.125,0.106,0.000152,72
Sacrifice,Elton John,blues,sad,0.422,112.751,0.487,0.756,0.0165,-12.967,0.0368,0.0292,0.00183,72
It's All Coming Back to Me Now,Céline Dion,blues,sad,0.438,87.903,0.287,0.384,0.753,-9.149,0.101,0.0362,0.0,72
Baby Can I Hold You,Tracy Chapman,blues,sad,0.422,74.375,0.468,0.692,0.0811,-10.533,0.0848,0.0333,0.0,72
S P E Y S I D E,Bon Iver,folk,sad,0.247,140.232,0.258,0.467,0.906,-14.161,0.157,0.0314,0.0157,72
To Build A Home,"The Cinematic Orchestra, Patrick Watson",folk,sad,0.122,148.658,0.0735,0.264,0.885,-15.399,0.094,0.0349,0.349,72
Hold Me,Lavern,electronic,intense,0.942,120.0,0.038,0.762,0.586,-6.432,0.115,0.038,0.764,72
K.O.,"LAVINIA, Ely Oaks",electronic,happy,0.841,129.973,0.865,0.714,0.0622,-5.942,0.596,0.0641,0.366,72
Move Your Body,"Öwnboss, Sevek",electronic,intense,0.821,125.051,0.249,0.848,0.0169,-5.408,0.0962,0.0527,0.000403,72
Around The World,"Niklas Dee, René Miller",electronic,intense,0.855,75.031,0.302,0.605,0.473,-4.414,0.098,0.329,0.000709,72
TE MUDASTE,Bad Bunny,latin,intense,0.637,92.025,0.471,0.811,0.234,-4.835,0.118,0.0591,0.000572,72
Safaera,"Bad Bunny, Jowell & Randy, Ñengo Flow",latin,happy,0.829,96.172,0.685,0.607,0.0103,-4.074,0.107,0.379,0.0,72
Callaita,"Bad Bunny, Tainy",latin,intense,0.624,176.169,0.244,0.61,0.6,-4.773,0.243,0.309,2.12e-06,72
Ay Vamos,J Balvin,latin,happy,0.711,173.916,0.92,0.718,0.157,-5.746,0.1,0.11,5.52e-05,72
Pa Ti Estoy,"Ozuna, Anuel AA, Chris Jedi",latin,happy,0.812,162.087,0.903,0.785,0.147,-3.174,0.107,0.0644,0.0,72
Si Se Da - Remix,"Myke Towers, Farruko, Arcángel, Sech, Zion",latin,happy,0.672,93.999,0.774,0.817,0.441,-5.612,0.13,0.299,0.0,72
BRAZILIAN DANÇA PHONK,"6YNTHMANE, RXDXVIL",brazilian,intense,0.99,126.015,0.386,0.748,0.303,-2.39,0.267,0.151,0.132,72
Faz um Vuk Vuk (Teto Espelhado),"MC Kevin o Chris, Dj Nk Da Serra, Mc Magrinho",brazilian,chill,0.413,130.078,0.679,0.92,0.504,-7.901,0.133,0.0752,0.0514,72
WHINE IN BRAZIL FUNK,Ichiss,brazilian,intense,0.907,117.054,0.304,0.863,0.0683,-5.077,0.182,0.295,0.000813,72
Küle Dönmüşsün,"Semicenk, Doğu Swag",turkish,happy,0.606,95.056,0.883,0.831,0.684,-4.84,0.0973,0.0626,1.04e-06,72
Doomsday,"MF DOOM, Pebbles The Invisible Girl",hip-hop,happy,0.84,95.416,0.792,0.856,0.0973,-7.736,0.0773,0.334,0.0,72
Jukebox Joints (feat. Joe Fox & Kanye West),"A$AP Rocky, Joe Fox, Kanye West",hip-hop,happy,0.803,67.536,0.553,0.284,0.302,-5.293,0.242,0.173,0.0,72
A Cold Sunday,Lil Yachty,hip-hop,happy,0.86,76.54,0.834,0.575,0.298,-3.165,0.0973,0.23,0.0,72
Go Flex,Post Malone,hip-hop,sad,0.498,81.958,0.127,0.665,0.23,-8.185,0.0757,0.083,0.0,72
Weekend (feat. Miguel),"Mac Miller, Miguel",hip-hop,sad,0.435,120.058,0.19,0.843,0.47,-8.442,0.147,0.178,0.0,72
DUCKWORTH.,Kendrick Lamar,hip-hop,happy,0.731,174.516,0.632,0.552,0.0536,-6.873,0.258,0.615,0.0,72
"Soweto (with Don Toliver, Rema & Tempoe)","Victony, Rema, Tempoe, Don Toliver",ambient,happy,0.756,105.024,0.647,0.719,0.0541,-5.392,0.109,0.0761,0.0,72
Free Mind,Tems,ambient,sad,0.463,125.15,0.416,0.562,0.442,-7.478,0.157,0.0787,0.000145,72
Higher,Tems,ambient,happy,0.581,102.964,0.528,0.609,0.509,-10.854,0.283,0.277,0.0,72
Touches,Somnum Magnam,ambient,sad,0.00161,140.997,0.155,0.138,0.977,-43.643,0.0951,0.0532,0.971,72
The 30th,Billie Eilish,ambient,sad,0.135,82.987,0.21,0.387,0.929,-14.398,0.0948,0.051,0.0,72
Like Real People Do,Hozier,ambient,sad,0.179,140.01,0.145,0.539,0.921,-14.33,0.106,0.0309,0.393,72
Astronomy,Conan Gray,ambient,sad,0.343,145.115,0.152,0.474,0.578,-8.571,0.305,0.027,2.65e-05,72
Where's My Love - Acoustic,SYML,ambient,sad,0.225,104.007,0.221,0.554,0.892,-11.324,0.107,0.0281,0.0321,72
Can’t Catch Me Now - from The Hunger Games: The Ballad of Songbirds & Snakes,Olivia Rodrigo,ambient,sad,0.347,141.332,0.199,0.409,0.834,-8.159,0.121,0.0359,4.55e-06,72
Did It Again,Lil Tecca,hip-hop,intense,0.561,148.775,0.186,0.686,0.185,-9.929,0.114,0.191,0.0,72
King Shit,Shubh,hip-hop,happy,0.566,85.953,0.68,0.794,0.301,-8.35,0.151,0.0602,0.000168,72
Idea 9,Gibran Alcocer,classical,sad,0.138,128.563,0.325,0.34,0.984,-24.95,0.112,0.0357,0.846,72
A Bird's Last Look,Macabre Plaza,electronic,happy,0.715,113.861,0.858,0.552,0.0286,-9.291,0.0669,0.0524,0.702,72
LET GO,Central Cee,hip-hop,sad,0.413,146.05,0.481,0.747,0.848,-11.197,0.17,0.488,0.0,72
La Camisa Negra,Juanes,rock,happy,0.731,97.007,0.973,0.751,0.0838,-4.419,0.0556,0.0308,0.0,72
A Dios Le Pido,Juanes,rock,happy,0.84,97.027,0.94,0.673,0.0683,-3.564,0.0965,0.0559,0.0,72
La Célula Que Explota,Caifanes,rock,sad,0.479,123.217,0.279,0.425,0.44,-12.22,0.378,0.0419,0.000109,72
Chammak Challo,"Akon, Hamsika Iyer",indian,happy,0.879,133.946,0.936,0.742,0.0696,-4.274,0.0981,0.0328,7.17e-06,72
Sailor Song,Gigi Perez,pop,sad,0.416,94.926,0.297,0.492,0.686,-10.439,0.203,0.0254,8.61e-05,71
Are You Gonna Go My Way,Lenny Kravitz,rock,happy,0.67,129.269,0.777,0.619,0.00165,-10.322,0.331,0.0353,0.0109,71
Another One Bites The Dust - Remastered 2011,Queen,rock,happy,0.528,109.975,0.757,0.932,0.115,-6.472,0.163,0.161,0.329,71
Comfortably Numb,Pink Floyd,rock,sad,0.366,127.163,0.171,0.472,0.15,-12.595,0.0837,0.0286,0.312,71
Sabotage,Beastie Boys,rock,happy,0.938,168.131,0.543,0.324,0.032,-7.332,0.0961,0.102,0.0321,71
Leave Me Alone,BigXthaPlug,hip-hop,intense,0.802,128.085,0.374,0.835,0.0311,-4.286,0.0882,0.243,7.33e-06,71
